"Track";"Album Name";"Artist";"Release Date";"ISRC";"All Time Rank";"Track Score";"Spotify Streams";"Spotify Playlist Count";"Spotify Playlist Reach";"Spotify Popularity";"YouTube Views";"YouTube Likes";"TikTok Posts";"TikTok Likes";"TikTok Views";"YouTube Playlist Reach";"Apple Music Playlist Count";"AirPlay Spins";"SiriusXM Spins";"Deezer Playlist Count";"Deezer Playlist Reach";"Amazon Playlist Count";"Pandora Streams";"Pandora Track Stations";"Soundcloud Streams";"Shazam Counts";"Explicit Track"
"I Don't Care (with Justin Bieber)";"I Don't Care (with Justin Bieber)";"Ed Sheeran";"2019-05-10";"GBAHS1900672";735;56.5;1816356140;156748;74047669;70;1095859229;11144552;209758;209758;246666552;2108390436;46;404463;224;185;402505;83;0;0;0;0;1
"Substitution";"Substitution";"Purple Disco Machine";"2023-03-30";"DEE862300093";737;56.4;218035732;36861;48220875;72;87739719;494331;47655;47655;61830611;458712418;74;247253;5;84;2315638;44;31259;76;0;3546222;0
"Automotivo Bibi Fogosa";"Automotivo Bibi Fogosa";"Bibi Babydoll";"2023-05-19";"QZMZ92361338";739;56.4;267867000;47406;32423214;36;109440296;1722866;796000;796000;1908916908;407;6;272;1;13;298723;7;0;0;845;3212495;1
"MERCHO";"MERCHO";"LiL CaKe";"2022-12-16";"ARF102200411";738;56.4;366462735;52345;27129754;67;184622271;842979;1617600;1617600;2944174250;5649989;29;23573;0;31;257981;27;0;0;0;769452;0
"Silence";"Silence";"Marshmello";"2017-08-11";"USRC11701901";741;56.3;1592440653;188349;52573571;77;783959373;6101966;1101293;1101293;807230686;243663431;142;29628;218;66;494840;51;334480164;109497;73157570;8572710;0
"Miï¿½ï¿½n";"Miï¿½ï¿½n";"TINI";"2021-04-29";"USHR12141512";742;56.3;723722454;79670;35967048;73;869498397;4948905;916770;916770;1607695575;166684466;80;28464;170;29;394359;64;6768367;3258;0;1358270;0
"Trap Queen";"Trap Queen";"Fetty Wap";"2014-12-15";"QM7XC1400004";744;56.2;1182373720;201337;36698633;70;1260463421;8611729;319849;319849;414475658;370912165;178;34082;208;46;267686;29;0;0;205958155;9253461;1
"Sign of the Times";"Sign of the Times";"Harry Styles";"2017-04-07";"USSM11703595";743;56.2;1532653504;191817;85380382;76;1799935129;15452150;241402;241402;500970525;1650960443;147;42284;38;95;2122787;67;68085051;78588;1343224;18327076;0
"METAMORPHOSIS";"METAMORPHOSIS";"INTERWORLD";"2021-11-25";"QZS642102633";746;56.2;624007138;88566;48503856;76;300340121;3913127;386544;386544;2052187356;129187266;17;288;0;4;105339;9;2406709;5823;34791272;2577920;1
"Botella Tras Botella";"Botella Tras Botella";"Gera MX";"2021-04-23";"MXUM62100001";747;56.2;647496971;72494;22027404;71;895962908;7617641;354200;354200;396552302;20964348;63;17408;144;26;1707077;63;83951107;44360;0;2239738;0
"Me, Myself & I";"Me, Myself & I";"G-Eazy";"2015-10-14";"USRC11502210";745;56.2;1280838046;174312;39798446;73;807688972;6060762;8981813;8981813;439764052;402411855;106;3613;0;49;200919;6;610892547;348211;0;10221814;1
"Steal The Show - From ""Elemental""""""";"Steal The Show (From ""Elemental"""")""";"Lauv";"2023-06-02";"USWD12326770";749;56.1;117717973;20157;12372416;68;198045947;1142920;1101758;1101758;409104776;45005060;56;3019;0;2;19049;15;1551964;6140;358836;1696007;0
"Piel";"Piel";"Tiago PZK";"2024-02-01";"USWL12400226";748;56.1;128833634;6815;48721232;79;114263622;572164;0;0;31395017;886851471;10;5365;75;23;3206502;19;100637;199;0;307811;1
"Pasoori";"Pasoori";"Shae Gill";"2022-02-06";"FR10S2289473";750;56.1;346971014;37940;6753521;65;928440031;9495255;627;627;2638039;236473638;17;3701;0;1;1097;7;0;0;0;673415;0
"the boy is mine";"eternal sunshine";"Ariana Grande";"2024-03-08";"USUM72317268";752;56.0;175336290;8386;79812251;80;44458370;1448800;225;225;3842071;297433202;46;4569;18;18;1000937;52;1253330;1313;873706;209987;1
"When We Were Young (The Logical Song)";"When We Were Young (The Logical Song)";"David Guetta";"2023-11-10";"UKWLG2300117";754;55.9;158952262;20712;61778572;3;31073689;328486;0;0;0;1644370622;48;102033;363;73;3521094;52;2844763;121;805036;1754057;0
"Lay Low";"Lay Low";"Tiï¿½ï¿";"2023-01-06";"NLZ542202348";756;55.9;406141247;67235;95995595;70;91367578;707830;173461;173461;588640576;335569922;93;142340;498;66;1547811;3;0;0;1772021;3933085;0
"Apna Bana Le (From ""Bhediya"""")""";"Apna Bana Le (From ""Bhediya"""")""";"Arijit Singh";"2022-11-05";"INZ031411736";757;55.8;250599391;19757;12938935;66;642774625;4620243;0;0;0;2903846;27;1266;0;1;1097;10;0;0;0;476013;0
"Hold My Hand";"Hold My Hand (Music From The Motion Picture ""Top Gun: Maverick"""")""";"Lady Gaga";"2022-05-03";"USUM72206231";759;55.7;315680664;50632;13985305;69;317472115;2373170;129481;129481;424398738;5867793586;48;266181;421;27;243087;42;45731400;18758;0;5802558;0
"Big Energy";"Big Energy - Single";"Latto";"2021-09-24";"USRC12102454";758;55.7;324162855;53099;32807694;61;60970543;695638;247053;247053;994551093;1214970;66;697459;3758;22;822207;42;104995029;62461;0;5969740;1
"Goodbyes (feat. Young Thug)";"Goodbyes (Feat. Young Thug)";"Post Malone";"2019-07-05";"USUM71912330";761;55.6;1263989128;156671;25905453;72;795828166;8115938;35383;35383;78005488;508823655;128;117516;394;166;396114;25;230614636;107631;18209981;5216769;1
"Location";"Location";"Khalid";"2016-05-24";"TCACO1662934";760;55.6;1369299352;169370;32275029;71;815137609;5138837;80456;80456;77860109;170885369;188;50322;119;63;235041;53;471086924;389023;122419042;4283369;0
"Italodisco";"Italodisco";"The Kolors";"2023-05-05";"ITQ002300342";762;55.4;142141861;22711;10786942;67;142319744;819805;946028;946028;403681891;258305365;37;81612;0;10;3281500;13;32117;172;0;3570846;1
"Perfect Night";"Perfect Night";"LE SSERAFIM";"2023-10-27";"USA2P2349660";763;55.4;279667395;23583;16220736;78;93707680;1139367;316771;316771;1178951518;1201238468;29;4596;79;11;313525;28;493236;443;984170;435036;0
"Vida de Rico";"Vida de Rico";"Camilo";"2020-09-21";"USSD12000388";767;55.4;568823269;54968;26455856;64;1094129734;7637000;1913634;1913634;835046287;149145491;112;45003;73;24;135286;39;21813224;14722;0;1819660;0
"Frï¿½ï¿½gil (feat. Grupo Front";"Frï¿½ï¿½gil (feat. Grupo Front";"Yahritza Y Su Esencia";"2023-04-07";"USQX92302369";765;55.4;432988420;32294;28454994;67;194658217;1261625;633280;633280;750998497;9725361;35;22768;31;14;1229279;25;33073012;10830;0;1407776;0
"In My Feelings";"Scorpion";"Drake";"2018-06-29";"USCM51800206";766;55.4;1389607643;179820;36937605;68;749282095;9464140;294022;294022;521014819;204014215;144;18150;396;65;496515;53;344214850;668750;0;7188287;1
"Let Me Down Slowly";"Let Me Down Slowly";"Alec Benjamin";"2018-05-25";"USAT21802284";769;55.3;1709991997;187053;79925766;80;1447964376;19917766;2026064;2026064;2833687729;1915732260;1;1563;132;41;460093;10;0;0;0;0;0
"Took Her To The O";"Took Her To The O";"King Von";"2020-02-21";"USUYG1296663";772;55.1;497832707;156669;13464335;74;265905159;2363958;171287;171287;644816718;7516419;30;939;0;2;4396;10;33625448;44231;86394034;1146823;1
"Boyfriend";"Boyfriend";"Dove Cameron";"2022-02-11";"USQX92200693";774;55.1;637836235;96878;50739981;68;182917309;3547237;488047;488047;1955825500;3121389798;54;241487;2099;38;346695;35;54288683;24559;0;2178227;1
"Sucker";"Sucker";"Jonas Brothers";"2019-03-01";"USUG11900515";775;55.0;1411856834;128280;42394972;73;641158161;9661491;328479;328479;280853608;487784808;214;499130;814;176;671754;90;281820508;190779;0;6948452;0
"Alone";"Alone";"Marshmello";"2016-05-13";"CA6D21600147";776;55.0;561103984;80971;18764148;65;2147483647;32799797;524156;524156;462245126;454361203;48;3744;2;16;66450;17;43619580;201447;0;3223632;0
"Pareja Del Aï¿½";"Pareja Del Aï¿½";"Sebastian Yatra";"2021-04-16";"USUM72104664";779;54.9;817933263;104636;31495621;70;658407296;4541248;877700;877700;870762842;136526601;105;51363;244;36;1953756;46;41931285;7638;0;2894166;0
"PAINTING PICTURES";"5LBS OF PRESSURE";"Superstar Pride";"2022-10-20";"QZNMX2257577";777;54.9;193109326;76047;4765141;8;64413388;1143541;238183;238183;1526856459;210031126;17;40110;2704;4;479325;1;7692981;6306;23495613;2304354;1
"GOOBA";"GOOBA";"6ix9ine";"2020-05-08";"QZA742002191";780;54.8;472027271;97766;8876147;2;1012949756;14257151;2295814;2295814;4846286370;155050116;22;120;57;10;24148;3;11693239;76976;0;2224515;1
"THE DINER";"HIT ME HARD AND SOFT";"Billie Eilish";"2024-05-17";"USUM72401989";790;54.7;66101468;3693;9878576;84;4252419;117031;180;180;11200000;934654;45;195;16;5;56919;9;184455;248;685021;52008;0
"6 In the Morning (feat. Nate Dogg)";"6 In the Morning (feat. Nate Dogg) - Single";"Flex (UK)";"2024-05-17";"GBARL2400669";785;54.7;4505404;1248;19427406;64;0;0;0;0;0;0;2;25;0;2;34694;31;0;0;3150291;24801;1
"Light Switch";"Light Switch (Instrumental)";"Charlie Puth";"2022-01-19";"USAT22107359";782;54.7;593554969;84288;17284885;67;284499511;3909648;506518;506518;4729678365;3277338062;98;201936;866;30;685471;48;55256200;10657;2916780;2231820;0
"On Me";"On Me";"Lil Baby";"2020-12-04";"USUG12004399";788;54.7;368017246;105732;15129396;67;227182263;1554044;163221;163221;198936453;37367982;57;178634;372;9;32400;6;141610948;45141;53891709;1728476;1
"when the party's over";"when the party's over";"Billie Eilish";"2018-10-17";"USUM71815958";787;54.7;1845938685;186633;79124996;79;931398498;13775924;1622629;1622629;1349258289;750592461;163;24691;55;62;398168;32;139323553;150239;0;5811377;0
"Love The Way You Lie";"538 Hitzone 55";"Eminem";"2010-01-01";"USUM71015397";784;54.7;1532052160;236943;76167038;79;2147483647;15864764;208118;208118;223136013;254272987;84;4437;0;67;669362;49;800108842;1358251;1991336;10011625;1
"Party";"Un Verano Sin Ti";"Bad Bunny";"2022-05-06";"QM6MZ2214885";789;54.7;725076772;83311;29009374;72;296661885;2150658;705800;705800;3014389754;22621115;51;39010;150;15;1934966;19;64496554;17065;0;1467014;0
"Freaks";"Freaks";"Surf Curse";"2021-05-15";"USAT22102269";791;54.6;1089328286;200016;33498182;77;256738121;4601685;511;511;2110692;4098036;25;10305;453;11;10105;25;15296063;15812;0;4341439;0
"In Da Getto";"In Da Getto";"J Balvin";"2021-07-02";"QZM5U2100095";792;54.6;484375103;133279;27602101;61;218975838;3159820;1920220;1920220;6219918723;90132395;131;69511;795;43;354884;58;43024314;14600;0;7336982;0
"Chale";"Chale - Single";"Eden Muï¿½ï";"2022-02-18";"MXB952200017";794;54.5;414104069;33044;18247093;67;665626745;2889082;968864;968864;2953043191;28563266;18;17222;361;4;196022;43;40508092;7944;2525726;0;0
"Try That In A Small Town";"Try That In A Small Town";"Jason Aldean";"2023-05-19";"QMRSZ2300454";793;54.5;66418201;20547;1758957;37;59550101;1432480;0;0;0;803299613;5;174811;46;1;79460;2;106455054;62007;1370492;264899;1
"Tarot";"Un Verano Sin Ti";"Bad Bunny";"2022-05-06";"QM6MZ2214881";796;54.3;742515730;93128;28604664;73;275203830;1499544;940020;940020;2486183983;22246842;39;10091;0;4;178868;7;36599355;3147;0;959597;1
"Petit gï¿½ï¿";"Petit gï¿½ï¿";"Jungeli";"2023-08-04";"QMBZ92393247";797;54.3;159181956;29011;10943796;74;159092284;820029;12100;12100;37717213;201180033;38;29970;0;46;20176323;46;0;0;0;3454084;1
"ýýý";"Show - Single";"Ado";"2023-09-06";"JPPO02302806";800;54.2;114381380;15725;4390255;67;230252306;1606934;286300;286300;613717046;548853137;33;507;0;1;1802;7;0;0;0;270400;0
"Work";"ANTI (Deluxe)";"Rihanna";"2016-01-28";"QM5FT1600116";799;54.2;1399521364;144823;46076265;73;1662063771;10770107;3515;3515;36448419;244639723;432;3418;104;135;1255495;77;603707599;736551;0;8814930;1
"Normal";"Normal";"Feid";"2022-07-08";"USUM72211935";804;54.1;724772954;76821;31039211;76;395704504;1556356;86775;86775;237386912;472550280;59;28567;239;22;4507712;32;9638456;2516;0;956990;1
"Sum 2 Prove";"Sum 2 Prove";"Lil Baby";"2020-01-10";"USUG11902886";807;54.0;444934033;141088;17349295;66;411628542;2868681;191154;191154;238372502;7285479;63;65318;37;14;145275;6;124269386;38557;68048035;1925871;1
"Lottery (Renegade)";"Lottery";"K CAMP";"2019-04-01";"USUYG1247701";808;54.0;173526912;28272;6607554;46;102774513;1300907;13802112;13802112;6653535769;40852;20;120;46;12;39746;2;41431663;171614;0;1592457;1
"Meant to Be (feat. Florida Georgia Line)";"All Your Fault: Pt. 2";"Bebe Rexha";"2017-08-11";"USWB11701181";805;54.0;1382191196;119969;51471665;66;1318325154;6888667;624291;624291;260253261;1408688467;5;201437;652;39;220305;64;611963837;298341;0;0;0
"Good Days";"Good Days";"SZA";"2020-12-25";"USRC12004189";806;54.0;1105805922;164541;62561721;77;295872840;2947859;534634;534634;920329965;42909616;231;62354;266;52;281696;54;71061814;56012;8937770;2548829;1
"Leave Before You Love Me (with Jonas Brothers)";"Summer 2021";"Marshmello";"2021-04-28";"USUG12102313";810;53.9;844630935;94185;54080564;74;269892715;2020373;71293;71293;182430905;993825483;147;380249;940;21;620249;27;139703215;15853;0;7138195;0
"Youngblood";"Youngblood";"5 Seconds of Summer";"2018-04-12";"GBUM71800366";811;53.9;1790579305;180069;75602805;76;792369989;7627895;226361;226361;81167209;225749952;148;298540;164;33;444155;64;394705510;159091;0;10854729;0
"Sweater Weather";"I'm Sorry...";"The Neighbourhood";"2012-01-01";"USSM11300080";809;53.9;2916412507;415650;149359220;85;1648485745;18338729;1248637;1248637;2911383718;71486828;189;61334;39;114;604895;9;384534750;719472;2565635;0;0
"If We Being Rï¿½ï";"2093";"Yeat";"2024-02-16";"USUM72401643";812;53.8;92517121;10195;13681051;80;4695846;79415;0;0;0;0;19;584;0;10;1802148;3;167577;1061;5704007;1371705;1
"Felices los 4";"Felices los 4";"Maluma";"2017-04-21";"USSD11700134";814;53.7;932817713;73487;24333265;68;2147483647;9318868;206344;206344;177718441;341943201;100;19135;122;53;1133769;62;251569141;201061;0;5644479;0
"Relaciï¿½";"Relaciï¿½";"Sech";"2020-04-02";"QM9WM2000013";821;53.6;468900803;62750;12074538;60;1137550621;7566148;2205109;2205109;1052766873;125135301;29;6654;31;16;175086;2;117125054;20214;0;1507000;0
"ELOVRGA";"Elovrga - Single";"Alex Favela";"2023-08-18";"QZNFJ2303104";819;53.6;333899135;24862;20963358;75;180084509;900128;152867;152867;704890346;246991766;14;2919;0;11;1680860;4;1736093;1447;168994;967858;1
"Party Girl";"Party Girl";"StaySolidRocky";"2020-04-21";"USSM12002247";816;53.6;730440576;115574;16306099;67;199161217;2037639;6782670;6782670;3194124847;23072079;62;16774;90;15;43249;10;8510801;72500;0;1963555;0
"I Feel It Coming";"I Feel It Coming";"The Weeknd";"2016-11-17";"USUG11601012";817;53.6;1749088490;193568;52373071;72;1489647996;7616181;0;0;36437;287132059;298;130551;212;123;980454;46;230834970;108406;7851939;17963628;0
"Agua (with J Balvin)";"Agua (with J Balvin) [Music From ""Sponge On The Run"""" Movie]""";"Tainy";"2020-07-09";"USUM72013642";822;53.5;391856304;68311;11888692;58;1040938222;8443453;2490398;2490398;1423789944;329599890;73;23516;309;17;58326;36;9507064;15164;510422;1570803;0
"Human";"Human";"Rag'n'Bone Man";"2016-07-21";"GBARL1600665";824;53.4;1013083048;170367;49113191;74;1900272147;12302869;265475;265475;1070508080;186882524;197;145288;138;92;885612;43;163719567;94640;0;19092054;0
"First Love";"First Love - Single";"Oscar Maydon";"2023-12-07";"QZJJE2390614";825;53.3;230291754;11519;61076412;78;113183874;658962;0;0;0;2342845627;8;2091;0;19;7394544;12;15400444;5339;0;1277194;0
"La_Original.mp3";"La_Original.mp3";"Emilia";"2023-11-02";"USSD12300584";829;53.3;184441175;17845;26300966;73;109532952;635058;193100;193100;529217516;483390087;55;34836;1320;52;631203;32;39845;57;0;400818;0
"Pagodï¿½ï¿½o do Birimbola (Tchubirabi";"Pagodï¿½ï¿½o do Birimbola (Tchubirabi";"Os Quebradeiras";"2022-11-11";"BCO3K2200121";830;53.3;54513960;13089;4241209;52;183119;2667;4650900;4650900;6429494637;0;2;17;0;17;10926;5;0;0;0;448872;0
"Ice Cream (with Selena Gomez)";"Ice Cream (with Selena Gomez)";"BLACKPINK";"2020-08-28";"KRA402000131";826;53.3;574505748;47463;17801611;58;1037344011;21343581;2161485;2161485;1928057718;2185956346;87;50575;0;33;197629;45;17035475;44722;0;1430212;0
"Deja Vu";"minisode 3: TOMORROW";"TOMORROW X TOGETHER";"2024-04-01";"USA2P2408081";832;53.2;75894056;2524;11857367;84;70842688;1388774;0;0;59546295;48470843;9;290;52;5;295059;21;348004;177;0;113020;0
"Thank You (Not So Bad)";"Thank You (Not So Bad)";"Dimitri Vegas & Like Mike";"2023-12-01";"GBARL2301712";838;53.1;200151839;32776;133835796;82;11597448;140956;0;0;0;0;55;26872;0;99;10753176;39;1710983;370;0;1371435;0
"MIDDLE CHILD";"MIDDLE CHILD";"J. Cole";"2019-01-24";"QMJMT1902056";836;53.1;1285518117;221749;47461150;74;606135388;5429579;24013;24013;72297780;42301836;119;73534;92;33;200166;35;377326561;178350;0;3638588;1
"TO THE MOON";"TO THE MOON";"JNR CHOI";"2021-11-05";"QZNWW2131527";834;53.1;274647899;96137;14188085;60;64640927;776716;1905324;1905324;7062611890;2031792442;22;161374;2397;16;56440;8;139439113;21327;3308660;3786029;1
"The Color Violet";"Alone At Prom";"Tory Lanez";"2021-12-10";"QZTGW2100275";833;53.1;806918358;152298;19863721;79;105278538;1053733;40106;40106;251896836;3583107;22;2409;0;2;22675;3;893116;8036;16338259;2322363;0
"S91";"S91";"KAROL G";"2023-07-14";"USUG12305255";840;53.0;240161044;22270;15087485;64;164645464;1308408;503900;503900;257922639;438911868;40;24578;572;19;2172067;4;19801440;3668;0;614971;0
"LALISA";"LALISA";"LISA";"2021-09-10";"KRA402100098";839;53.0;502655066;33286;15876032;73;900358198;23155453;909216;909216;1612602199;255397268;19;8719;134;13;16498;25;2844171;4038;0;1084041;0
"Levitating";"Future Nostalgia";"Dua Lipa";"2020-03-27";"GBAHT1901299";841;52.9;946842175;145601;34376048;73;39855160;660222;1493355;1493355;4779580212;52496892;269;704419;0;73;1232589;107;85497325;33210;0;3946971;0
"RUBICON";"Gï¿½ï¿½N";"Peso Pluma";"2023-06-22";"QM7282306229";844;52.9;246224964;23436;13507680;73;147798315;492303;559400;559400;278318607;37990067;22;1401;1;1;72;2;22544059;10243;3883201;585523;1
"Gimme Love";"Gimme Love";"Sia";"2023-09-13";"USAT22307798";843;52.9;105947434;11648;11690122;6;27707323;325476;688;688;12855128;1157866791;55;224009;172;40;23048308;21;1319886;112;0;1684376;0
"Demons";"Continued Silence - EP";"Imagine Dragons";"2012-01-01";"USUM71201071";847;52.8;2270796677;263640;71470111;80;1738647396;12375429;261866;261866;296361891;273191644;70;144439;465;88;2680196;29;1087793804;553855;26345651;18161724;0
"Supalonely";"STELLA & STEVE";"BENEE";"2019-11-15";"USUM71922597";845;52.8;738407486;111662;26764629;62;363250356;4622840;4814901;4814901;3587729796;287718975;153;249364;150;115;267828;27;61533676;36942;0;6834164;1
"Lean On (feat. Mï¿½ï¿½ & DJ Sn";"Full Circle: The Live Anthology";"Major Lazer";"2011-11-20";"QMUY41500008";846;52.8;2080878370;242511;79506771;76;308933095;2370617;270919;270919;289518843;216000;497;168731;0;250;2469856;96;649970533;356393;231244214;26993119;1
"Spin Bout U";"Her Loss";"Drake";"2022-11-04";"USUG12208603";856;52.6;356685934;88034;16963292;71;56086730;430375;76706;76706;229937284;258434;37;412;93;3;171037;37;48943722;16367;13209166;1574072;1
"From The Start";"From The Start - Single";"Laufey";"2023-05-11";"QM6N22309399";855;52.6;368256958;53922;25450036;73;69276606;1394619;224617;224617;772554264;9780;27;8642;319;13;766548;89;855743;7084;5861183;1011059;0
"ZOOM";"ZOOM";"Jessi";"2022-04-13";"KRA382204517";850;52.6;166161044;22288;7774873;61;303569838;5827005;3903605;3903605;9393168416;146065235;5;5680;32;5;53217;8;0;0;0;778299;0
"Can't Feel My Face";"Your Songs 2015";"The Weeknd";"2015-03-02";"USUG11500741";851;52.6;1747534539;212829;101243254;76;1689190795;8927108;552005;552005;264572676;238111307;433;158190;474;149;1452991;97;552312888;221611;4197860;14056461;0
"Quï¿½ï¿½ Onda Per";"Quï¿½ï¿½ Onda Per";"Grupo Firme";"2023-03-30";"QZDQH2362804";852;52.6;213405904;17694;13723182;70;401470868;961314;0;0;0;534052740;15;9254;0;10;1737734;4;7260620;8781;0;655854;0
"Sexy And I Know It";"Sorry For Party Rocking (Japan Version)";"LMFAO";"2011-01-01";"USUM71108090";853;52.6;436722440;107912;33797077;62;1193724016;7130332;652850;652850;927660445;222701064;57;5186;258;37;157088;5;840489680;3395379;2154867;6761782;0
"WHATS POPPIN";"WHATS POPPIN";"Jack Harlow";"2020-01-21";"USAT22000162";854;52.6;819779577;161131;28874159;70;709454117;7190778;748490;748490;2078817404;52474731;68;88990;430;34;65099;24;131616894;84304;0;3222518;1
"POR EL CONTRARIO";"ESQUINAS";"Becky G";"2023-09-28";"USRC12302408";857;52.5;131938548;5913;9167049;75;118669957;649548;836833;836833;589093596;353950794;10;7049;108;22;6520222;11;13424036;7230;0;684079;0
"Rara Vez";"Rara Vez";"Taiu";"2023-02-08";"ARUM72300004";860;52.4;544165928;58646;20499657;77;200445038;1806923;302386;302386;1522432243;18292788;15;12021;281;16;403215;14;26771;204;0;943365;0
"That That (prod. & feat. SUGA of BTS)";"PSY 9th";"PSY";"2022-04-29";"QZEKE2084402";858;52.4;269491606;26075;16176936;66;746615342;15669340;304900;304900;2432918911;300796672;12;11171;243;5;37462;16;2505495;1683;0;797357;0
"Whoï¿½ï¿½ï¿½s Afraid of Little O";"THE TORTURED POETS DEPARTMENT";"Taylor Swift";"2024-04-18";"USUG12401037";862;52.3;166168092;5004;25607992;78;16423009;244859;0;0;7202700;49401469;38;366;54;4;2143866;43;2890486;4515;0;116673;0
"THE LONELIEST";"THE LONELIEST";"Mï¿½ï¿½ne";"2022-10-07";"ITB002200745";865;52.2;330593989;54823;16021571;67;175561257;2216240;296115;296115;270169817;224863549;53;176130;21;61;1631239;37;6555059;1735;0;4266103;0
"Yeah Glo!";"Yeah Glo! (Alternate Versions)";"GloRilla";"2024-02-08";"USUM72400409";864;52.2;89513100;8049;60410593;75;38613955;433335;0;0;52800;547710147;51;20;1471;9;1244194;42;20163317;8711;3187345;446156;1
"Nunca Es Suficiente";"Nunca Es Suficiente";"Los ï¿½ï¿½ngeles Az";"2018-04-20";"MX1721600892";863;52.2;478494818;53736;20478756;67;2147483647;6055824;43294;43294;145723405;43699996;37;10958;24;8;55460;10;239441848;95937;0;3116053;0
"Copines";"Copines";"Aya Nakamura";"2018-08-24";"FRZ041800793";867;52.1;381322519;70125;7759068;67;793025740;7300331;9295551;9295551;8503116899;11289899;45;16672;0;29;258833;7;549774;2745;0;5305717;0
"Thank God";"Different Man";"Kane Brown";"2022-09-09";"USRN12200041";866;52.1;157341967;20612;11359519;67;98239826;752054;213898;213898;123462516;366164170;59;372512;127;15;398591;46;137496334;43041;0;1100920;0
"TQM";"TQM - Single";"Fuerza Regida";"2023-05-19";"QZ9QQ2300371";869;51.8;497682165;40368;24948673;70;143949357;729741;236300;236300;824220151;65010;48;1643;19;18;6780767;19;34606889;10877;0;616368;1
"Lily";"Different World";"Alan Walker";"2018-12-14";"NOG841813040";870;51.8;403860053;45516;8731552;66;1057546150;7402999;7210674;7210674;1297576376;3130304;6;1552;0;1;310;9;26619723;65704;0;1793716;0
"Massive";"Honestly, Nevermind";"Drake";"2022-06-17";"USUG12204890";873;51.7;253114498;111173;20965015;65;42397563;402014;188128;188128;887138394;49818215;57;67376;768;14;191109;28;15938883;134597;4254609;2091080;0
"a lot";"i am > i was";"21 Savage";"2018-12-21";"QZ45A1700126";872;51.7;949835159;219301;32815164;73;905118647;6526285;55114;55114;131214658;180070256;70;94446;82;28;160500;30;123783971;95694;0;3759769;1
"Adicto (with Anuel AA & Ozuna)";"Adicto (with Anuel AA & Ozuna)";"Tainy";"2019-08-22";"USUM71912751";871;51.7;711861577;84611;28656289;69;1359220447;4586141;611826;611826;185706534;136934639;133;12356;18;25;360047;28;111865989;16392;5576102;1522049;0
"Look What You Made Me Do";"Look What You Made Me Do";"Taylor Swift";"2017-08-24";"USCJY1750000";876;51.6;1152346128;93178;62880711;75;1922214505;18201048;178524;178524;563244716;1749919925;122;11382;113;43;239444;35;149366824;295550;0;5102278;0
"WOKE UP";"WOKE UP";"XG";"2024-05-21";"JPB602401462";877;51.5;16684393;1247;25606219;74;19177238;873736;23413;23413;0;0;18;582;0;2;338389;20;30995;102;0;63167;0
"Young Dumb & Broke";"The RCA-List (Vol. 5)";"Khalid";"2017-01-01";"USRC11700144";881;51.4;1527159800;187813;83108168;76;1270330281;8766754;194595;194595;216666194;189783592;172;31081;185;47;604640;26;410189803;283135;9133063;6513209;0
"El Beneficio De La Duda";"El Beneficio De La Duda";"Grupo Firme";"2024-05-28";"USA2P2433586";880;51.4;15557247;446;37375496;73;16286691;216933;0;0;0;0;9;48;0;5;2134351;11;489897;651;19233;91868;0
"ALV";"Sentimiento, Elegancia y Mï¿½ï¿½s Ma";"Arcï¿½ï¿½";"2023-11-17";"QMFMF2330232";882;51.4;118490212;10053;10075643;72;158132299;835029;0;0;0;1207256080;8;18438;0;11;1370299;1;3877792;2229;0;514683;0
"In A Minute";"In A Minute";"Lil Baby";"2022-04-07";"USUG12200033";879;51.4;171118535;81407;13177118;57;238335324;1764954;75540;75540;191118526;360805538;52;252456;727;4;1324033;31;47511512;12228;0;1695618;1
"Save Your Tears (with Ariana Grande) (Remix)";"After Hours (Deluxe)";"The Weeknd";"2020-03-20";"USUG12101839";884;51.4;1549317525;178149;71174158;73;385884628;4302435;89958;89958;426511103;271720676;309;236616;0;166;2493997;58;87260353;20102;5621588;3251107;0
"Jerusalema (feat. Nomcebo Zikode)";"Jerusalem";"Master KG";"2019-11-29";"ZA82Y1900130";885;51.3;406132477;110858;13496585;66;925222640;7714435;790561;790561;849243924;33866411;92;125439;2;73;3432383;8;7150193;19558;0;15915419;0
"DENTRO DA HILUX";"DENTRO DA HILUX - Single";"Luan Pereira";"2023-08-24";"BCX5C2300025";888;51.2;178699480;14552;18055636;24;261753577;1458487;0;0;2800000;800291411;12;2130;0;25;1406166;7;757;0;483325;121733;0
"El Amor de Mi Vida";"El Amor de Mi Vida";"Los ï¿½ï¿½ngeles Az";"2023-08-17";"MX1722301696";886;51.2;130709283;12585;10844674;64;248099324;859237;682;682;3169042;353234264;8;25990;0;12;476181;28;2831460;1113;0;555880;0
"Blueberry Faygo";"Certified Hitmaker";"Lil Mosey";"2019-11-08";"USUM72001714";889;51.2;1295251940;197036;39104125;67;380793694;4733751;1099556;1099556;1065757953;142871159;121;133128;135;40;79824;15;97563481;165056;0;2786545;1
"Jiggle Jiggle";"Jiggle Jiggle";"Duke & Jones";"2022-05-13";"GBARL2201151";891;51.2;121214716;37436;6111674;56;12801028;183570;4762920;4762920;14693507776;1804738;13;4797;1168;2;2613;10;2538534;16457;0;1772963;0
"En la Intimidad";"En la Intimidad";"Big One";"2023-02-01";"ARP7V2200017";890;51.2;210712407;24033;7343818;65;379884934;1091380;575300;575300;793158034;18815238;8;6145;52;13;299787;9;0;0;0;261474;0
